,product_name,price,url,location,bet_end_date,img_source,popularity,id,department,scraped_at
5,"BOLEIRA, ESCORREDOR DE PIA, FORMA DE BOLO, POTES DE VIDRO E OUTROS (CONFORME LISTAGEM) (Ref.: E-19107/E-19109/E-19111)","R$ 500,00",https://www.superbid.net/oferta/boleira-escorredor-de-pia-forma-de-bolo-potes-de-vidro-e-outros-conforme-listagem-ref-e-19107-e-19109-e-19111-2707174,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/c1de4e5d-a30e-4f6e-b1c3-5f088bfc69b2.jpg?w=295&h=190&slice=true,2 Participantes • 2 Lances,2707174,appliances,2023-04-09 23:35
6,"FAQUEIRO, CAIXA ORGANIZADORA, CORTADO DE LEGUMES, POTES E OUTROS (CONFORME LISTAGEM) (Ref.: E-19118)","R$ 300,00",https://www.superbid.net/oferta/faqueiro-caixa-organizadora-cortado-de-legumes-potes-e-outros-conforme-listagem-ref-e-19118-2707176,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/01324c51-9ffb-4881-a2a8-0dc53b9f33fd.jpg?w=295&h=190&slice=true,108 Visitas,2707176,appliances,2023-04-09 23:35
7,ELETRODOMÉSTICOS: 02 FOGÕES Á GÁS C/ 6 BOCAS ESMALTEC CARIBE. (Ref.: WBJ),"R$ 350,00",https://www.superbid.net/oferta/eletrodomesticos-02-fogoes-a-gas-c-6-bocas-esmaltec-caribe-ref-wbj-2715617,Maracaçumé - MA / Maranhão,2023-04-19,https://ms.sbwebservices.net/photos/a48d2e1c-7d4a-49a7-b283-eb1e8dad7603.jpg?w=295&h=190&slice=true,13 Visitas,2715617,appliances,2023-04-09 23:35
8,FORNO DE COZINHA INDUSTRIAL DUPLO A GLP EM INOX (Ref.: D44),"R$ 2.000,00",https://www.superbid.net/oferta/forno-de-cozinha-industrial-duplo-a-glp-em-inox-ref-d44-2711114,Itu - SP / São Paulo,2023-04-13,https://ms.sbwebservices.net/photos/aba3b351-1a22-4255-8b44-88962fa33bde.jpg?w=295&h=190&slice=true,26 Visitas,2711114,appliances,2023-04-09 23:35
9,ITENS DE HIGIENE PESSOAL DIVERSOS (CONFORME LISTAGEM) (Ref.: E-19132),"R$ 200,00",https://www.superbid.net/oferta/itens-de-higiene-pessoal-diversos-conforme-listagem-ref-e-19132-2707199,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/ac0ff65a-9f2b-4849-9215-e7126c3079e1.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2707199,appliances,2023-04-09 23:35
10,COSMÉTICOS DIVERSOS (CONFORME LISTAGEM) (Ref.: E-19143),"R$ 300,00",https://www.superbid.net/oferta/cosmeticos-diversos-conforme-listagem-ref-e-19143-2707201,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/b5011fbf-c99d-405f-ac30-a2fbbe24dd07.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2707201,appliances,2023-04-09 23:35
11,"LAVADORA MÓVEL DE ALTA PRESSÃO HIDRONLUBZ MB 0147C, SÉRIE: 00120655 VOLTAGEM: 220V, ANO: 2018 (Ref.: 014297-01)","R$ 150,00",https://www.superbid.net/oferta/lavadora-movel-de-alta-pressao-hidronlubz-mb-0147c-serie-00120655-voltagem-220v-ano-2018-ref-014297-01-2707820,Bom Sucesso de Itararé - SP / São Paulo,2023-04-19,https://ms.sbwebservices.net/photos/425ea725-7e8b-4a04-8df4-26691a0addef.jpg?w=295&h=190&slice=true,132 Visitas,2707820,appliances,2023-04-09 23:35
12,COIFA EM INOX GRANDE (EXC ESTADO) +  1 PIA EM INOX GRANDE,"R$ 2.200,00",https://www.superbid.net/oferta/coifa-em-inox-grande-exc-estado-1-pia-em-inox-grande-2716359,São Bernardo do Campo - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/f916d3c9-a0de-46ee-bd7e-14bd1ad09541.jpg?w=295&h=190&slice=true,20 Visitas,2716359,appliances,2023-04-09 23:35
13,FREZEER HORIZONTAL E REFRIGERADOR ESMALTEC (Ref.: MBN),"R$ 150,00",https://www.superbid.net/oferta/frezeer-horizontal-e-refrigerador-esmaltec-ref-mbn-2715542,Russas - CE / Ceará,2023-04-17,https://ms.sbwebservices.net/photos/14693533-c69f-4ad8-944e-ae84bc5dcea7.jpg?w=295&h=190&slice=true,30 Visitas,2715542,appliances,2023-04-09 23:35
14,3 GELADEIRAS REFRIGERADAS,"R$ 2.500,00",https://www.superbid.net/oferta/3-geladeiras-refrigeradas-2716443,São Bernardo do Campo - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/ff62aab1-65ad-48a4-b515-ee970e5520cc.jpg?w=295&h=190&slice=true,35 Visitas,2716443,appliances,2023-04-09 23:35
15,"LIQUIDIFICADOR, JOGO DE PANELAS, ESPREMEDOR DE FRUTAS E CAFETEIRA (CONFORME LISTAGEM) (Ref.: E-19121)","R$ 600,00",https://www.superbid.net/oferta/liquidificador-jogo-de-panelas-espremedor-de-frutas-e-cafeteira-conforme-listagem-ref-e-19121-2707159,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/72e3c298-840e-4529-9b6f-ace0a46cba80.jpg?w=295&h=190&slice=true,6 Participantes • 7 Lances,2707159,appliances,2023-04-09 23:35
16,LAVADORA E SECADORAS DE ROUPA (03 PÇ) (Ref.: 010742-01 / 012801-01),"R$ 500,00",https://www.superbid.net/oferta/lavadora-e-secadoras-de-roupa-03-pc-ref-010742-01-012801-01-2707757,Bom Sucesso de Itararé - SP / São Paulo,2023-04-19,https://ms.sbwebservices.net/photos/3729df9d-8d5d-4eeb-ba3f-342ef1d46104.jpg?w=295&h=190&slice=true,69 Visitas,2707757,appliances,2023-04-09 23:35
17,1 FOGÃO EM INOX/FERRO GRANDE  (7 BOCAS),"R$ 2.000,00",https://www.superbid.net/oferta/1-fogao-em-inox-ferro-grande-7-bocas-2716445,São Bernardo do Campo - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/176b6de9-e900-4609-a5b2-018ef12c436d.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2716445,appliances,2023-04-09 23:35
18,KIT COM 90 PULSEIRA MAGNÉTICA TERAPEUTICA BIOQUÂNTICA - BIONLIFE LIVE LIFE (CONFORME LISTAGEM) (Ref.: E-19114),"R$ 700,00",https://www.superbid.net/oferta/kit-com-90-pulseira-magnetica-terapeutica-bioquantica-bionlife-live-life-conforme-listagem-ref-e-19114-2707190,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/209660c4-39c0-4577-9e0c-0141cade08c3.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2707190,appliances,2023-04-09 23:35
19,FORNO DE COZINHA INDUSTRIAL (Ref.: D8),"R$ 3.000,00",https://www.superbid.net/oferta/forno-de-cozinha-industrial-ref-d8-2711090,Itu - SP / São Paulo,2023-04-13,https://ms.sbwebservices.net/photos/025345be-0a68-4b35-b465-a3dd461b3c58.jpg?w=295&h=190&slice=true,46 Visitas,2711090,appliances,2023-04-09 23:35
20,COSMÉTICOS DIVERSOS (CONFORME LISTAGEM) (Ref.: E-19257/E-19261),"R$ 300,00",https://www.superbid.net/oferta/cosmeticos-diversos-conforme-listagem-ref-e-19257-e-19261-2711391,Embu das Artes - SP / São Paulo,2023-04-24,https://ms.sbwebservices.net/photos/9eab81bd-bf70-482d-a307-d9a222ceaf10.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2711391,appliances,2023-04-09 23:35
21,4 Evaporadoras de ar condicionado  de (30.000 btu ),"R$ 1.200,00",https://www.superbid.net/oferta/4-evaporadoras-de-ar-condicionado-de-30-000-btu-2701390,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/2d605d31-6d34-4898-8f58-ca3672aafd3c.jpg?w=295&h=190&slice=true,28 Visitas,2701390,appliances,2023-04-09 23:35
22,Climatizadores de ar,"R$ 150,00",https://www.superbid.net/oferta/climatizadores-de-ar-2709893,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/319b208b-bfc1-4ac5-a5e8-64a95a444b88.jpg?w=295&h=190&slice=true,55 Visitas,2709893,appliances,2023-04-09 23:35
23,"LIQUIDIFICADOR, VENTILADOR E CUTTER PROCESSADOR DE ALIMENTOS (CONFORME LISTAGEM) (Ref.: E-19205)","R$ 350,00",https://www.superbid.net/oferta/liquidificador-ventilador-e-cutter-processador-de-alimentos-conforme-listagem-ref-e-19205-2709739,Embu das Artes - SP / São Paulo,2023-04-18,https://ms.sbwebservices.net/photos/3ff70eb4-0bb9-46ac-b97e-627ceee6fde2.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2709739,appliances,2023-04-09 23:35
24,FREEZER GELOPAR VERTICAL MOD: GLDF 570 - TEMPERATURA -23°C,"R$ 2.200,00",https://www.superbid.net/oferta/freezer-gelopar-vertical-mod-gldf-570-temperatura-23degc-2718346,Americana - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/bf075fb6-db72-4fa8-b3fc-6ff5e280b764.jpg?w=295&h=190&slice=true,37 Visitas,2718346,appliances,2023-04-09 23:35
25,"MICROONDAS 30 LITROS  BRASTEMP  BMT45BRHNA, SÉRIE: MD4768495 (Ref. / Loc.: 27759 / Cozinha )","R$ 520,00",https://www.superbid.net/oferta/microondas-30-litros-brastemp-bmt45brhna-serie-md4768495-ref-loc-27759-cozinha-2713638,São Paulo - SP / São Paulo,2023-05-11,https://ms.sbwebservices.net/photos/b522affa-e0e3-4871-a5fa-24b819cee332.jpg?w=295&h=190&slice=true,9 Participantes • 22 Lances,2713638,appliances,2023-04-09 23:35
26,APARELHOS DIVERSOS,"R$ 11.936,00",https://www.superbid.net/oferta/aparelhos-diversos-2696108,Salvador - BA / Bahia,2023-04-12,https://ms.sbwebservices.net/photos/db667681-2361-4a14-bec7-17354277fed7.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2696108,appliances,2023-04-09 23:35
27,"FOGÃO, FORNO, COOKTOP, SECADOR DE CABELO E OUTROS (CONFORME LISTAGEM) (Ref.: E-19260/E-19276)","R$ 350,00",https://www.superbid.net/oferta/fogao-forno-cooktop-secador-de-cabelo-e-outros-conforme-listagem-ref-e-19260-e-19276-2711279,Embu das Artes - SP / São Paulo,2023-04-24,https://ms.sbwebservices.net/photos/b5b5162f-f382-4d77-aaaf-8b1a52bb8773.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2711279,appliances,2023-04-09 23:35
28,"COSMÉTICOS: POMADA MASSAGEADORA, ESFOLIANTE, LEAVE- IN E OUTROS (APROX. 1044 PEÇAS)  (Ref.: 63692)","R$ 4.150,00",https://www.superbid.net/oferta/cosmeticos-pomada-massageadora-esfoliante-leave-in-e-outros-aprox-1044-pecas-ref-63692-2714559,Embu das Artes - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/f3c7e619-d634-411e-af39-0de07592585a.jpg?w=295&h=190&slice=true,144 Visitas,2714559,appliances,2023-04-09 23:35
29,"Maquina de lavar, fogão, botijão, refrigerador, micro-ondas, cômoda, televisor e 2 camas","R$ 2.772,69",https://www.superbid.net/oferta/maquina-de-lavar-fogao-botijao-refrigerador-micro-ondas-comoda-televisor-e-2-camas-2688160,Brodowski - SP / São Paulo,2023-05-18,https://ms.sbwebservices.net/photos/17ef42d0-3a70-4de2-9827-b1ece8cc6b48.jpg?w=295&h=190&slice=true,386 Visitas,2688160,appliances,2023-04-09 23:35
30,FREEZER METALFRIO VERTICAL MOD: VF 50 - TEMPERATURA De -18°C A -22°C,"R$ 2.200,00",https://www.superbid.net/oferta/freezer-metalfrio-vertical-mod-vf-50-temperatura-de-18degc-a-22degc-2718347,Americana - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/c6164ba2-752e-4c3d-a765-a313f3c25e83.jpg?w=295&h=190&slice=true,24 Visitas,2718347,appliances,2023-04-09 23:35
31,"REFRIGERADOR 260 LITROS  ELECTROLUX  DC35A, SÉRIE: 13302474 (Ref. / Loc.: 27792 / Stand)","R$ 370,00",https://www.superbid.net/oferta/refrigerador-260-litros-electrolux-dc35a-serie-13302474-ref-loc-27792-stand-2713623,São Paulo - SP / São Paulo,2023-05-11,https://ms.sbwebservices.net/photos/7cbe39d6-ab6d-4629-b1f0-42ecaf38cd3f.jpg?w=295&h=190&slice=true,7 Participantes • 7 Lances,2713623,appliances,2023-04-09 23:35
32,APROX 100 ITENS DIVERSOS PARA UNHAS - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7151),"R$ 300,00",https://www.superbid.net/oferta/aprox-100-itens-diversos-para-unhas-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7151-2709330,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/c327356f-1525-4568-8b45-bdff15614e3a.jpg?w=295&h=190&slice=true,149 Visitas,2709330,appliances,2023-04-09 23:35
33,FOGÃO DIVERSO - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7199),"R$ 300,00",https://www.superbid.net/oferta/fogao-diverso-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7199-2709378,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/70b21b4b-935e-474e-864a-a96526855f7e.jpg?w=295&h=190&slice=true,2 Participantes • 3 Lances,2709378,appliances,2023-04-09 23:35
34,APROX 100 ITENS DIVERSOS DE MAQUIAGEM E COSTEMETICO - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7149),"R$ 250,00",https://www.superbid.net/oferta/aprox-100-itens-diversos-de-maquiagem-e-costemetico-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7149-2709328,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/11d1b3de-1859-4d2b-9edf-14bb7b528e43.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2709328,appliances,2023-04-09 23:35
35,LAVA LOUÇAS BRASTEMP - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7203),"R$ 100,00",https://www.superbid.net/oferta/lava-loucas-brastemp-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7203-2709384,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/04239134-3c54-4700-9dc7-161247e39921.jpg?w=295&h=190&slice=true,50 Visitas,2709384,appliances,2023-04-09 23:35
36,LAVA E SECA ELECTROLUX - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7205),"R$ 350,00",https://www.superbid.net/oferta/lava-e-seca-electrolux-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7205-2709386,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/1d6ccf91-7a45-4c5f-ac9e-92459a1651c0.jpg?w=295&h=190&slice=true,2 Participantes • 3 Lances,2709386,appliances,2023-04-09 23:35
37,GELADEIRA GE (PORTA COM AVARIA) - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7289),"R$ 200,00",https://www.superbid.net/oferta/geladeira-ge-porta-com-avaria-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7289-2709474,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/ab5db299-a004-441d-b8e3-a798cd4b66eb.jpg?w=295&h=190&slice=true,2 Participantes • 2 Lances,2709474,appliances,2023-04-09 23:35
38,Fornos elétricos,"R$ 400,00",https://www.superbid.net/oferta/fornos-eletricos-2709943,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/53953dd6-d300-4d10-abbb-5a981cd1ece2.jpg?w=295&h=190&slice=true,58 Visitas,2709943,appliances,2023-04-09 23:35
39,"CAFETEIRAS, VENTILADOR E LIQUIDIFICADOR (CONFORME LISTAGEM) (Ref.: E-19302)","R$ 350,00",https://www.superbid.net/oferta/cafeteiras-ventilador-e-liquidificador-conforme-listagem-ref-e-19302-2714251,Embu das Artes - SP / São Paulo,2023-04-27,https://ms.sbwebservices.net/photos/02b4b272-5c7a-430e-9c78-08810bb3784f.jpg?w=295&h=190&slice=true,3 Participantes • 4 Lances,2714251,appliances,2023-04-09 23:35
40,"BALANÇA, VENTILADOR, LIQUIDIFICADOR E NESCAFÉ DOLCE GUSTO (CONFORME LISTAGEM) (Ref.: E-19308)","R$ 250,00",https://www.superbid.net/oferta/balanca-ventilador-liquidificador-e-nescafe-dolce-gusto-conforme-listagem-ref-e-19308-2714254,Embu das Artes - SP / São Paulo,2023-04-27,https://ms.sbwebservices.net/photos/10da2005-6d41-430b-bf9b-4726767cd78a.jpg?w=295&h=190&slice=true,2 Participantes • 2 Lances,2714254,appliances,2023-04-09 23:35
41,COSMÉTICOS DIVERSOS (CONFORME LISTAGEM) (Ref.: E-19351/E-19355),"R$ 500,00",https://www.superbid.net/oferta/cosmeticos-diversos-conforme-listagem-ref-e-19351-e-19355-2714310,Embu das Artes - SP / São Paulo,2023-04-27,https://ms.sbwebservices.net/photos/d54c6376-1303-4a98-8f7d-34ecda58e20a.jpg?w=295&h=190&slice=true,30 Visitas,2714310,appliances,2023-04-09 23:35
42,"MÁQUINA DE CAFÉ EXPRESSO  SGL GOLDSTAR RY, SÉRIE: 0003088 (Ref. / Loc.: 21721 / Copa financeiro )","R$ 200,00",https://www.superbid.net/oferta/maquina-de-cafe-expresso-sgl-goldstar-ry-serie-0003088-ref-loc-21721-copa-financeiro-2706947,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/c43f11c6-54a0-4dda-b65d-ae750673bc7a.jpg?w=295&h=190&slice=true,3 Participantes • 6 Lances,2706947,appliances,2023-04-09 23:35
43,Geladeira industrial,"R$ 500,00",https://www.superbid.net/oferta/geladeira-industrial-2709962,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/b1a4d703-e65d-4d6d-9d7a-d7f9389a41b8.jpg?w=295&h=190&slice=true,36 Visitas,2709962,appliances,2023-04-09 23:35
44,Geladeira industrial,"R$ 500,00",https://www.superbid.net/oferta/geladeira-industrial-2709963,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/362b841d-c19b-4e5b-b4f9-e4c229d49b62.jpg?w=295&h=190&slice=true,46 Visitas,2709963,appliances,2023-04-09 23:35
45,Câmara de fermentação,"R$ 800,00",https://www.superbid.net/oferta/camara-de-fermentacao-2710000,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/de3cdec5-2eab-4f66-b694-3f28223e44b6.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2710000,appliances,2023-04-09 23:35
46,Geladeira 239 litros Consul (ref.: GL07),"R$ 250,00",https://www.superbid.net/oferta/geladeira-239-litros-consul-ref-gl07-2705740,Paulínia - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/6c087d24-653f-4ec7-a57f-f52e2f3cea41.jpg?w=295&h=190&slice=true,44 Visitas,2705740,appliances,2023-04-09 23:35
47,Geladeira 240 litros Electrolux (ref.:GL08),"R$ 250,00",https://www.superbid.net/oferta/geladeira-240-litros-electrolux-ref-gl08-2705739,Paulínia - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/b07308d0-d0f8-4049-bbc2-634414812277.jpg?w=295&h=190&slice=true,37 Visitas,2705739,appliances,2023-04-09 23:35
48,Geladeira 239 litros Consul (ref.: GL02),"R$ 250,00",https://www.superbid.net/oferta/geladeira-239-litros-consul-ref-gl02-2705745,Paulínia - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/21a4e3d3-8d29-4050-950f-de7935c60313.jpg?w=295&h=190&slice=true,47 Visitas,2705745,appliances,2023-04-09 23:35
49,6 Evaporadoras de ar condicionado piso teto,"R$ 2.000,00",https://www.superbid.net/oferta/6-evaporadoras-de-ar-condicionado-piso-teto-2701386,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/0b8c6b8c-1a96-491d-90a6-abf319c58643.jpg?w=295&h=190&slice=true,73 Visitas,2701386,appliances,2023-04-09 23:35
50,COSMÉTICOS DIVERSOS (CONFORME LISTAGEM) (Ref.: E-19207/E-19208),"R$ 350,00",https://www.superbid.net/oferta/cosmeticos-diversos-conforme-listagem-ref-e-19207-e-19208-2709772,Embu das Artes - SP / São Paulo,2023-04-18,https://ms.sbwebservices.net/photos/5481d9e8-fb10-4bf9-93db-6ad99c09863f.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2709772,appliances,2023-04-09 23:35
51,SECADORA ELECTROLUX - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7104),"R$ 400,00",https://www.superbid.net/oferta/secadora-electrolux-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7104-2709283,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/ff3e976e-3067-443c-8faf-b851c62659ec.jpg?w=295&h=190&slice=true,4 Participantes • 4 Lances,2709283,appliances,2023-04-09 23:35
52,GELADEIRA GE - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7206),"R$ 100,00",https://www.superbid.net/oferta/geladeira-ge-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7206-2709387,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/79757ed3-803b-4892-87ac-8507fae6e917.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2709387,appliances,2023-04-09 23:35
53,GELADEIRA ELECTROLUX  - ITENS PODEM APRESENTAR AVARIAS E/OU FALTA DE PEÇAS. VEJA ABAIXO A DESCRIÇÃO DETALHADA  (Ref.: 7286),"R$ 100,00",https://www.superbid.net/oferta/geladeira-electrolux-itens-podem-apresentar-avarias-e-ou-falta-de-pecas-veja-abaixo-a-descricao-detalhada-ref-7286-2709471,São Paulo - SP / São Paulo,2023-04-16,https://ms.sbwebservices.net/photos/5dd027bb-a7e7-49fc-b5a4-999d1db6b6d2.jpg?w=295&h=190&slice=true,106 Visitas,2709471,appliances,2023-04-09 23:35
54,"ELETRÔNICOS: AMPLIADOR, CABO, FONTE, DONE, LANTERNA E OUTROS (Ref.: E-17689/E-17719/E-17728)","R$ 500,00",https://www.superbid.net/oferta/eletronicos-ampliador-cabo-fonte-done-lanterna-e-outros-ref-e-17689-e-17719-e-17728-2712689,Embu das Artes - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/a45a3736-0bdc-445d-a282-ad358cbec565.jpg?w=295&h=190&slice=true,233 Visitas,2712689,appliances,2023-04-09 23:35
55,"FRITADEIRA, LIQUIDIFICADOR, CAFETEIRA E OUTROS (CONFORME LISTA) (Ref.: 12975/12976/12977/12981)","R$ 1.300,00",https://www.superbid.net/oferta/fritadeira-liquidificador-cafeteira-e-outros-conforme-lista-ref-12975-12976-12977-12981-2707341,Embu das Artes - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/dd736df2-e631-4130-bd9c-a899450189cb.jpg?w=295&h=190&slice=true,14 Participantes • 18 Lances,2707341,appliances,2023-04-09 23:35
56,FREEZER METALFRIO VERTICAL MOD: VF 50 - TEMPERATURA de   -18°C a -22°C,"R$ 1.190,00",https://www.superbid.net/oferta/freezer-metalfrio-vertical-mod-vf-50-temperatura-de-18degc-a-22degc-2691706,Americana - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/27f26b29-2c30-4a16-81f7-321c747dc5be.jpg?w=295&h=190&slice=true,2 Participantes • 2 Lances,2691706,appliances,2023-04-09 23:35
57,COSMÉTICOS DIVERSOS (CONFORME LISTAGEM) (Ref.: E-19092/E-19093),"R$ 400,00",https://www.superbid.net/oferta/cosmeticos-diversos-conforme-listagem-ref-e-19092-e-19093-2704792,Embu das Artes - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/0664520a-8479-4e36-9649-c0b2ec8bbde4.jpg?w=295&h=190&slice=true,1 Participantes • 1 Lances,2704792,appliances,2023-04-09 23:35
58,COSMÉTICOS DIVERSOS (APROX. 1122 PÇS) (Ref.: 63610),"R$ 2.700,00",https://www.superbid.net/oferta/cosmeticos-diversos-aprox-1122-pcs-ref-63610-2706950,Embu das Artes - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/b54f2d59-5b92-422a-8367-19507eeed3e8.jpg?w=295&h=190&slice=true,4 Participantes • 5 Lances,2706950,appliances,2023-04-09 23:35
59,"LAVA E SECA  ELECTROLUX  LSW11, SÉRIE: 10319259 (Ref. / Loc.: 27764 / Cozinha )","R$ 870,00",https://www.superbid.net/oferta/lava-e-seca-electrolux-lsw11-serie-10319259-ref-loc-27764-cozinha-2713621,São Paulo - SP / São Paulo,2023-05-11,https://ms.sbwebservices.net/photos/00f28dea-e9bb-437e-9202-7c1accb1b535.jpg?w=295&h=190&slice=true,20 Participantes • 27 Lances,2713621,appliances,2023-04-09 23:35
0,1 Abajur Antiguidade,"R$ 100,00",https://www.superbid.net/oferta/1-abajur-antiguidade-2697621,São Paulo - SP / São Paulo,2023-04-14,https://ms.sbwebservices.net/photos/b19adf93-4351-495b-a76b-12b5e1d433b9.jpg?w=295&h=190&slice=true,47 Visitas,2697621,artes-decoracao-colecionismo,2023-04-09 23:35
1,"MOLDURA QUADRO, VELAS DECORATIVAS, ADESIVO, VASOS DE VIDRO, GARRAFAS E OUTROS (CONFORME LISTAGEM) (Ref.: 18587/18612)","R$ 250,00",https://www.superbid.net/oferta/moldura-quadro-velas-decorativas-adesivo-vasos-de-vidro-garrafas-e-outros-conforme-listagem-ref-18587-18612-2700644,Embu das Artes - SP / São Paulo,2023-04-11,https://ms.sbwebservices.net/photos/364c275a-1cc5-479b-b539-e181af91eff6.jpg?w=295&h=190&slice=true,2 Participantes • 2 Lances,2700644,artes-decoracao-colecionismo,2023-04-09 23:35
2,3 CACHEPOTS DE VIDRO  (Ref. / Loc.: 21712 / showroom),"R$ 150,00",https://www.superbid.net/oferta/3-cachepots-de-vidro-ref-loc-21712-showroom-2706938,São Paulo - SP / São Paulo,2023-04-10,https://ms.sbwebservices.net/photos/b071ed78-9020-4353-9585-73828a915429.jpg?w=295&h=190&slice=true,2 Participantes • 2 Lances,2706938,artes-decoracao-colecionismo,2023-04-09 23:35
3,Aparador Antiguidade,"R$ 200,00",https://www.superbid.net/oferta/aparador-antiguidade-2697628,São Paulo - SP / São Paulo,2023-04-14,https://ms.sbwebservices.net/photos/8ac25634-e339-486b-b3f0-b0227e5ffc72.jpg?w=295&h=190&slice=true,70 Visitas,2697628,artes-decoracao-colecionismo,2023-04-09 23:35
